9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
9.89287e-317        6.95314e-310                   0                -nan                -nan                   0
-1.33743            -1.04917            -2.06193                -nan                -nan                   0
-1.33743            -1.04917            -2.06193           -0.767867           -0.317591                   0
-1.33742            -1.04927            -2.06234           -0.767867           -0.317591                   0
-1.33742            -1.04927            -2.06234           -0.767857           -0.318523                   0
-1.33742            -1.04927            -2.06234           -0.767857           -0.318523                   0
-1.33743            -1.04878            -2.06597            -0.76788           -0.318482                   0
