2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
2.05621e-316                   0                   0                -nan                -nan                   0
-1.29458           -0.503865            -2.81755                -nan                -nan                   0
-1.29458           -0.503865            -2.81755            -1.43718             1.00664                   0
-1.29458           -0.503865             -2.8282            -1.43718             1.00664                   0
-1.29458           -0.503865             -2.8282            -1.44766            0.985843                   0
-1.29458           -0.503865             -2.8282            -1.44766            0.985843                   0
-1.29458           -0.503865             -2.8282            -1.44766            0.985843                   0
-1.29458           -0.503865             -2.8282            -1.44598            0.987398                   0
-1.29458           -0.503865             -2.8282            -1.44598            0.987398                   0
-1.29458           -0.503865             -2.8282            -1.44587            0.987515                   0
-1.29458           -0.503865             -2.8282            -1.44587            0.987515                   0
-1.29458           -0.503865            -2.82804            -1.44587            0.987515                   0
-1.29458           -0.503865            -2.82804            -1.44578            0.987749                   0
-1.29461           -0.503949            -2.82874            -1.44578            0.987749                   0
-1.29461           -0.503949            -2.82874            -1.44649            0.986333                   0
-1.29461           -0.503949            -2.82874            -1.44649            0.986333                   0
-1.29458           -0.503865             -2.8282            -1.44649            0.986333                   0
-1.29458           -0.503865             -2.8282            -1.44578            0.987617                   0
-1.29458           -0.503865            -2.82804            -1.44578            0.987617                   0
-1.29458           -0.503865            -2.82804            -1.44503            0.988415                   0
-1.29458           -0.503865            -2.82804            -1.44503            0.988415                   0
-1.29458           -0.503865             -2.8282            -1.44503            0.988415                   0
-1.29458           -0.503865             -2.8282            -1.44418            0.989707                   0
-1.29458           -0.503865            -2.82804            -1.44418            0.989707                   0
-1.29458           -0.503865            -2.82804            -1.44583            0.987676                   0
-1.29458           -0.503865            -2.82804            -1.44583            0.987676                   0
-1.29458           -0.503865            -2.82804            -1.44583            0.987676                   0
-1.29458           -0.503865            -2.82804            -1.44545            0.988611                   0
-1.29458           -0.503865            -2.82804            -1.44545            0.988611                   0
-1.29458           -0.503865            -2.82804            -1.44632            0.987065                   0
-1.29458           -0.503865            -2.82804            -1.44632            0.987065                   0
-1.29458           -0.503865            -2.82804            -1.44632            0.987065                   0
-1.29458           -0.503865            -2.82804            -1.44565            0.987908                   0
-1.29458           -0.503865            -2.82804            -1.44565            0.987908                   0
-1.29458           -0.503865            -2.82804            -1.44435            0.989203                   0
-1.29458           -0.503865            -2.82804            -1.44435            0.989203                   0
-1.29458           -0.503865            -2.82804            -1.44435            0.989203                   0
-1.29458           -0.503865            -2.82804            -1.44435            0.989203                   0
-1.29458           -0.503865             -2.8282            -1.44435            0.989203                   0
-1.29458           -0.503865             -2.8282            -1.44446            0.988915                   0
-1.29458           -0.503865             -2.8282            -1.44446            0.988915                   0
-1.29458           -0.503865            -2.82804            -1.44446            0.988915                   0
-1.29458           -0.503865            -2.82804            -1.44582            0.987759                   0
-1.29458           -0.503865            -2.82804            -1.44582            0.987759                   0
-1.29458           -0.503865            -2.82804            -1.44648            0.986917                   0
-1.29458           -0.503865            -2.82804            -1.44648            0.986917                   0
-1.29458           -0.503865            -2.82804            -1.44648            0.986917                   0
-1.29458           -0.503865            -2.82804            -1.44606            0.987381                   0
-1.29458           -0.503865            -2.82804            -1.44606            0.987381                   0
-1.29458           -0.503865            -2.82804            -1.44619            0.987222                   0
-1.29458           -0.503865            -2.82804            -1.44619            0.987222                   0
-1.29458           -0.503865            -2.82804            -1.44619            0.987222                   0
-1.29458           -0.503865            -2.82804            -1.44606            0.987381                   0
-1.29458           -0.503865            -2.82769            -1.44606            0.987381                   0
-1.29458           -0.503865            -2.82769            -1.44553            0.988355                   0
-1.29458           -0.503865            -2.82769            -1.44553            0.988355                   0
-1.29458           -0.503865            -2.82769            -1.44553            0.988355                   0
-1.29458           -0.503865            -2.82769            -1.44553            0.988356                   0
-1.29458           -0.503865            -2.82769            -1.44553            0.988356                   0
-1.29458           -0.503865            -2.82769            -1.44542            0.988458                   0
-1.29458           -0.503865            -2.82769            -1.44542            0.988458                   0
-1.29458           -0.503865            -2.82769            -1.44542            0.988458                   0
-1.29458           -0.503865            -2.82769            -1.44552            0.988316                   0
-1.2945           -0.503877            -2.82795            -1.44552            0.988316                   0
-1.2945           -0.503877            -2.82795            -1.44661            0.986665                   0
-1.2945           -0.503877            -2.82795            -1.44661            0.986665                   0
-1.2945           -0.503877            -2.82779            -1.44661            0.986665                   0
-1.2945           -0.503877            -2.82779             -1.4453            0.988398                   0
-1.29497           -0.503657              -2.825             -1.4453            0.988398                   0
-1.29497           -0.503657              -2.825            -1.44379             0.99336                   0
-1.29497           -0.503657              -2.825            -1.44379             0.99336                   0
-1.29458           -0.503865            -2.82752            -1.44379             0.99336                   0
-1.29458           -0.503865            -2.82752             -1.4453             0.98917                   0
-1.29497           -0.503657              -2.825             -1.4453             0.98917                   0
-1.29497           -0.503657              -2.825            -1.44498            0.991861                   0
-1.29497           -0.503657              -2.825            -1.44498            0.991861                   0
-1.29458           -0.503865            -2.82752            -1.44498            0.991861                   0
-1.29458           -0.503865            -2.82752            -1.44683            0.986808                   0
-1.29458           -0.503865            -2.81186            -1.44683            0.986808                   0
-1.29458           -0.503865            -2.81186            -1.43132             1.01742                   0
-1.29458           -0.503865            -2.81186            -1.43132             1.01742                   0
-1.29458           -0.503865            -2.81238            -1.43132             1.01742                   0
-1.29458           -0.503865            -2.81238            -1.43186             1.01639                   0
-1.29458           -0.503865            -2.82752            -1.43186             1.01639                   0
-1.29458           -0.503865            -2.82752            -1.44531            0.988707                   0
-1.29458           -0.503865            -2.82752            -1.44531            0.988707                   0
-1.29461           -0.503949            -2.82822            -1.44531            0.988707                   0
-1.29461           -0.503949            -2.82822            -1.44609            0.987244                   0
-1.29497           -0.503595            -2.82454            -1.44609            0.987244                   0
-1.29497           -0.503595            -2.82454            -1.44211            0.995448                   0
-1.29497           -0.503595            -2.82454            -1.44211            0.995448                   0
-1.29497           -0.503595            -2.80972            -1.44211            0.995448                   0
-1.29497           -0.503595            -2.80972            -1.42877             1.02326                   0
-1.29458           -0.503865            -2.82769            -1.42877             1.02326                   0
-1.29458           -0.503865            -2.82769            -1.44584            0.987912                   0
-1.29458           -0.503865            -2.82769            -1.44584            0.987912                   0
-1.2945           -0.503877            -2.82795            -1.44584            0.987912                   0
-1.2945           -0.503877            -2.82795            -1.44609             0.98735                   0
-1.29458           -0.503865            -2.82769            -1.44609             0.98735                   0
-1.29458           -0.503865            -2.82769            -1.44586            0.987945                   0
-1.29458           -0.503865            -2.82769            -1.44586            0.987945                   0
-1.29461           -0.503949            -2.82822            -1.44586            0.987945                   0
-1.29461           -0.503949            -2.82822            -1.44632            0.987351                   0
-1.29458           -0.503865            -2.82769            -1.44632            0.987351                   0
-1.29458           -0.503865            -2.82769            -1.44555            0.988241                   0
-1.29458           -0.503865            -2.82769            -1.44555            0.988241                   0
-1.29458           -0.503865            -2.82769            -1.44555            0.988241                   0
-1.29458           -0.503865            -2.82769             -1.4454            0.988514                   0
-1.29458           -0.503865            -2.82769             -1.4454            0.988514                   0
-1.29458           -0.503865            -2.82769            -1.44445            0.989285                   0
-1.29458           -0.503865            -2.82769            -1.44445            0.989285                   0
-1.29458           -0.503865            -2.82769            -1.44445            0.989285                   0
