1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
1.72824e-316                   0                   0                -nan                -nan
