9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
9.2018e-317                   0                   0                -nan                -nan
-0.0278606            -1.26445            -2.81077                -nan                -nan
-0.0278606            -1.26445            -2.81077        -2.57738e-16             1.97178
-0.0278606            -1.26445            -2.81077        -2.57738e-16             1.97178
-0.0286743            -1.26521            -2.82569        -2.57738e-16             1.97178
-0.0286743            -1.26521            -2.82569          2.5857e-16          0.00647738
-0.0287583            -1.26522            -2.81663          2.5857e-16          0.00647738
-0.0287583            -1.26522            -2.81663          1.4063e-16          -0.0165071
-0.0287583            -1.26522            -2.81663          1.4063e-16          -0.0165071
-0.0287583            -1.26522            -2.81682          1.4063e-16          -0.0165071
-0.0287583            -1.26522            -2.81682         5.71535e-17          -0.0124515
-0.0282225            -1.26548            -2.81744         5.71535e-17          -0.0124515
-0.0282225            -1.26548            -2.81744         6.63148e-16         0.000567508
-0.0282225            -1.26548            -2.81744         6.63148e-16         0.000567508
-0.02932            -1.26569            -2.81519         6.63148e-16         0.000567508
-0.02932            -1.26569            -2.81519         5.27498e-16          -0.0081738
-0.02774            -1.26446            -2.81364         5.27498e-16          -0.0081738
-0.02774            -1.26446            -2.81364         1.13561e-17          -0.0125009
-0.02774            -1.26446            -2.81364         1.13561e-17          -0.0125009
-0.0286743            -1.26521            -2.81809         1.13561e-17          -0.0125009
-0.0286743            -1.26521            -2.81809        -2.23095e-16         -0.00117949
-0.0276644            -1.26552             -2.8249        -2.23095e-16         -0.00117949
-0.0276644            -1.26552             -2.8249         1.54337e-16           0.0040183
-0.0276644            -1.26552             -2.8249         1.54337e-16           0.0040183
-0.0278396            -1.26445            -2.81715         1.54337e-16           0.0040183
-0.0278396            -1.26445            -2.81715         2.79415e-16         -0.00964321
-0.02774            -1.26446            -2.81752         2.79415e-16         -0.00964321
-0.02774            -1.26446            -2.81752          3.0946e-16         -0.00885743
-0.02774            -1.26446            -2.81752          3.0946e-16         -0.00885743
-0.0279027            -1.26446            -2.81072          3.0946e-16         -0.00885743
-0.0279027            -1.26446            -2.81072        -2.36609e-16          -0.0102414
-0.0278817            -1.26445             -2.8171        -2.36609e-16          -0.0102414
-0.0278817            -1.26445             -2.8171        -2.49068e-16          -0.0016937
-0.0278817            -1.26445             -2.8171        -2.49068e-16          -0.0016937
-0.0277258            -1.26553             -2.8168        -2.49068e-16          -0.0016937
-0.0277258            -1.26553             -2.8168         -2.1313e-16         0.000907545
-0.0287583            -1.26522            -2.82054         -2.1313e-16         0.000907545
-0.0287583            -1.26522            -2.82054        -4.11969e-16         -0.00144453
-0.0287583            -1.26522            -2.82054        -4.11969e-16         -0.00144453
-0.0286743            -1.26521            -2.82071        -4.11969e-16         -0.00144453
-0.0286743            -1.26521            -2.82071        -1.87253e-17          0.00788039
-0.0287583            -1.26522            -2.81412        -1.87253e-17          0.00788039
-0.0287583            -1.26522            -2.81412         -2.2241e-16          -0.0146919
-0.0287583            -1.26522            -2.81412         -2.2241e-16          -0.0146919
-0.0286743            -1.26521             -2.8168         -2.2241e-16          -0.0146919
-0.0286743            -1.26521             -2.8168         1.43852e-17         -0.00729359
-0.0286743            -1.26521            -2.81699         1.43852e-17         -0.00729359
-0.0286743            -1.26521            -2.81699        -2.79835e-16         -0.00373209
-0.0286743            -1.26521            -2.81699        -2.79835e-16         -0.00373209
-0.0286743            -1.26521            -2.81429        -2.79835e-16         -0.00373209
-0.0286743            -1.26521            -2.81429        -1.01139e-16         -0.00855068
-0.0278817            -1.26445            -2.81071        -1.01139e-16         -0.00855068
-0.0278817            -1.26445            -2.81071         3.75294e-16          -0.0191331
-0.0278817            -1.26445            -2.81071         3.75294e-16          -0.0191331
-0.0278606            -1.26445            -2.81077         3.75294e-16          -0.0191331
-0.0278606            -1.26445            -2.81077        -2.57738e-16          -0.0148697
-0.0278396            -1.26445            -2.81873        -2.57738e-16          -0.0148697
-0.0278396            -1.26445            -2.81873        -4.58579e-16        -0.000306088
-0.0278396            -1.26445            -2.81873        -4.58579e-16        -0.000306088
-0.0287583            -1.26522            -2.82214        -4.58579e-16        -0.000306088
-0.0287583            -1.26522            -2.82214        -4.12194e-16          0.00546556
-0.0286743            -1.26521            -2.82231        -4.12194e-16          0.00546556
-0.0286743            -1.26521            -2.82231          2.5827e-16          0.00129508
-0.0286743            -1.26521            -2.82231          2.5827e-16          0.00129508
-0.0287583            -1.26522            -2.82214          2.5827e-16          0.00129508
-0.0287583            -1.26522            -2.82214         3.64389e-17         0.000128344
-0.0278817            -1.26445            -2.81071         3.64389e-17         0.000128344
-0.0278817            -1.26445            -2.81071         3.75294e-16          -0.0205999
-0.0278817            -1.26445            -2.81071         3.75294e-16          -0.0205999
-0.0277611            -1.26446            -2.81485         3.75294e-16          -0.0205999
-0.0277611            -1.26446            -2.81485          -2.194e-16          -0.0123215
-0.0282225            -1.26548            -2.82075          -2.194e-16          -0.0123215
-0.0282225            -1.26548            -2.82075         6.63905e-16          0.00444495
-0.0282225            -1.26548            -2.82075         6.63905e-16          0.00444495
-0.0276484            -1.26545             -2.8186         6.63905e-16          0.00444495
-0.0276484            -1.26545             -2.8186        -4.88373e-16          0.00523101
-0.0286743            -1.26521            -2.81699        -4.88373e-16          0.00523101
-0.0286743            -1.26521            -2.81699         1.43862e-17          -0.0116905
-0.0286743            -1.26521            -2.81699         1.43862e-17          -0.0116905
-0.0287423            -1.26522             -2.8167         1.43862e-17          -0.0116905
-0.0287423            -1.26522             -2.8167        -7.56742e-17          -0.0123655
-0.0276644            -1.26552            -2.81912        -7.56742e-17          -0.0123655
-0.0276644            -1.26552            -2.81912         7.63465e-16          -0.0050528
-0.0276644            -1.26552            -2.81912         7.63465e-16          -0.0050528
-0.0286943            -1.26516            -2.82191         7.63465e-16          -0.0050528
-0.0286943            -1.26516            -2.82191        -4.04134e-16         0.000553479
